,year,ft_lgbt,religion,party_id,religion_cat,party_id_cat
27180,1984,50.0,1.0,1.0,Religious,Republican
27181,1984,40.0,1.0,2.0,Religious,Independent
27182,1984,0.0,1.0,5.0,Religious,Democrat
27183,1984,15.0,1.0,5.0,Religious,Democrat
27184,1984,0.0,1.0,2.0,Religious,Independent
27185,1984,25.0,1.0,5.0,Religious,Democrat
27186,1984,10.0,1.0,5.0,Religious,Democrat
27188,1984,60.0,0.0,1.0,Not Religious,Republican
27189,1984,50.0,1.0,1.0,Religious,Republican
27190,1984,0.0,1.0,5.0,Religious,Democrat
27191,1984,50.0,1.0,3.0,Religious,No preference
27192,1984,60.0,1.0,2.0,Religious,Independent
27193,1984,0.0,1.0,2.0,Religious,Independent
27194,1984,30.0,1.0,1.0,Religious,Republican
27195,1984,50.0,1.0,3.0,Religious,No preference
27196,1984,50.0,1.0,2.0,Religious,Independent
27198,1984,0.0,1.0,5.0,Religious,Democrat
27199,1984,15.0,1.0,5.0,Religious,Democrat
27200,1984,60.0,0.0,5.0,Not Religious,Democrat
27201,1984,0.0,1.0,5.0,Religious,Democrat
27202,1984,0.0,1.0,1.0,Religious,Republican
27204,1984,50.0,0.0,2.0,Not Religious,Independent
27205,1984,49.0,0.0,1.0,Not Religious,Republican
27207,1984,0.0,1.0,1.0,Religious,Republican
27208,1984,40.0,1.0,5.0,Religious,Democrat
27209,1984,15.0,1.0,1.0,Religious,Republican
27210,1984,10.0,1.0,5.0,Religious,Democrat
27211,1984,0.0,1.0,5.0,Religious,Democrat
27213,1984,98.5,0.0,1.0,Not Religious,Republican
27214,1984,0.0,1.0,1.0,Religious,Republican
27216,1984,0.0,1.0,3.0,Religious,No preference
27217,1984,0.0,1.0,1.0,Religious,Republican
27218,1984,0.0,1.0,2.0,Religious,Independent
27219,1984,0.0,0.0,1.0,Not Religious,Republican
27220,1984,0.0,1.0,5.0,Religious,Democrat
27222,1984,0.0,1.0,5.0,Religious,Democrat
27223,1984,0.0,1.0,1.0,Religious,Republican
27227,1984,40.0,1.0,5.0,Religious,Democrat
27228,1984,70.0,1.0,3.0,Religious,No preference
27230,1984,0.0,1.0,2.0,Religious,Independent
27231,1984,0.0,1.0,1.0,Religious,Republican
27232,1984,50.0,0.0,2.0,Not Religious,Independent
27233,1984,50.0,1.0,1.0,Religious,Republican
27234,1984,10.0,0.0,2.0,Not Religious,Independent
27236,1984,50.0,0.0,1.0,Not Religious,Republican
27237,1984,0.0,1.0,1.0,Religious,Republican
27238,1984,70.0,1.0,5.0,Religious,Democrat
27239,1984,50.0,1.0,2.0,Religious,Independent
27240,1984,0.0,0.0,1.0,Not Religious,Republican
27241,1984,0.0,1.0,1.0,Religious,Republican
27242,1984,0.0,1.0,2.0,Religious,Independent
27243,1984,50.0,1.0,1.0,Religious,Republican
27244,1984,40.0,1.0,2.0,Religious,Independent
27245,1984,25.0,1.0,2.0,Religious,Independent
27247,1984,50.0,1.0,5.0,Religious,Democrat
27248,1984,50.0,1.0,5.0,Religious,Democrat
27249,1984,0.0,1.0,2.0,Religious,Independent
27251,1984,0.0,1.0,5.0,Religious,Democrat
27252,1984,40.0,1.0,3.0,Religious,No preference
27253,1984,50.0,0.0,2.0,Not Religious,Independent
27254,1984,50.0,1.0,2.0,Religious,Independent
27255,1984,0.0,1.0,3.0,Religious,No preference
27256,1984,50.0,1.0,2.0,Religious,Independent
27257,1984,50.0,1.0,1.0,Religious,Republican
27259,1984,15.0,1.0,2.0,Religious,Independent
27260,1984,0.0,1.0,2.0,Religious,Independent
27262,1984,15.0,1.0,1.0,Religious,Republican
27263,1984,0.0,0.0,3.0,Not Religious,No preference
27264,1984,0.0,1.0,2.0,Religious,Independent
27265,1984,40.0,1.0,5.0,Religious,Democrat
27266,1984,50.0,1.0,5.0,Religious,Democrat
27270,1984,70.0,1.0,2.0,Religious,Independent
27271,1984,0.0,1.0,2.0,Religious,Independent
27272,1984,0.0,1.0,5.0,Religious,Democrat
27273,1984,40.0,1.0,1.0,Religious,Republican
27274,1984,1.0,1.0,3.0,Religious,No preference
27275,1984,30.0,1.0,5.0,Religious,Democrat
27276,1984,30.0,1.0,1.0,Religious,Republican
27277,1984,60.0,0.0,5.0,Not Religious,Democrat
27278,1984,0.0,1.0,1.0,Religious,Republican
27280,1984,0.0,0.0,5.0,Not Religious,Democrat
27281,1984,98.5,0.0,1.0,Not Religious,Republican
27282,1984,0.0,1.0,2.0,Religious,Independent
27283,1984,1.0,1.0,5.0,Religious,Democrat
27284,1984,15.0,1.0,1.0,Religious,Republican
27285,1984,0.0,0.0,2.0,Not Religious,Independent
27286,1984,0.0,1.0,1.0,Religious,Republican
27287,1984,0.0,0.0,1.0,Not Religious,Republican
27288,1984,70.0,0.0,5.0,Not Religious,Democrat
27291,1984,0.0,0.0,3.0,Not Religious,No preference
27292,1984,20.0,1.0,1.0,Religious,Republican
27293,1984,20.0,1.0,1.0,Religious,Republican
27294,1984,25.0,1.0,1.0,Religious,Republican
27295,1984,50.0,1.0,2.0,Religious,Independent
27297,1984,20.0,1.0,5.0,Religious,Democrat
27298,1984,0.0,1.0,5.0,Religious,Democrat
27300,1984,50.0,1.0,2.0,Religious,Independent
27301,1984,35.0,0.0,1.0,Not Religious,Republican
27302,1984,30.0,1.0,1.0,Religious,Republican
27304,1984,10.0,1.0,1.0,Religious,Republican
27305,1984,30.0,1.0,5.0,Religious,Democrat
27307,1984,30.0,1.0,5.0,Religious,Democrat
27308,1984,10.0,1.0,5.0,Religious,Democrat
27310,1984,10.0,1.0,5.0,Religious,Democrat
27311,1984,60.0,1.0,1.0,Religious,Republican
27312,1984,50.0,1.0,1.0,Religious,Republican
27313,1984,0.0,1.0,2.0,Religious,Independent
27314,1984,20.0,0.0,2.0,Not Religious,Independent
27316,1984,0.0,1.0,1.0,Religious,Republican
27317,1984,0.0,0.0,2.0,Not Religious,Independent
27318,1984,40.0,1.0,5.0,Religious,Democrat
27319,1984,50.0,1.0,5.0,Religious,Democrat
27321,1984,60.0,1.0,5.0,Religious,Democrat
27322,1984,40.0,1.0,5.0,Religious,Democrat
27323,1984,30.0,0.0,5.0,Not Religious,Democrat
27325,1984,0.0,1.0,2.0,Religious,Independent
27326,1984,30.0,1.0,5.0,Religious,Democrat
27327,1984,0.0,1.0,2.0,Religious,Independent
27328,1984,0.0,1.0,2.0,Religious,Independent
27329,1984,0.0,0.0,2.0,Not Religious,Independent
27330,1984,10.0,1.0,1.0,Religious,Republican
27333,1984,50.0,1.0,2.0,Religious,Independent
27334,1984,50.0,1.0,5.0,Religious,Democrat
27335,1984,50.0,1.0,1.0,Religious,Republican
27336,1984,50.0,0.0,5.0,Not Religious,Democrat
27339,1984,0.0,0.0,3.0,Not Religious,No preference
27340,1984,50.0,1.0,5.0,Religious,Democrat
27341,1984,40.0,1.0,5.0,Religious,Democrat
27343,1984,10.0,1.0,1.0,Religious,Republican
27344,1984,0.0,1.0,5.0,Religious,Democrat
27345,1984,50.0,0.0,1.0,Not Religious,Republican
27346,1984,50.0,1.0,2.0,Religious,Independent
27347,1984,50.0,1.0,5.0,Religious,Democrat
27348,1984,40.0,0.0,2.0,Not Religious,Independent
27349,1984,0.0,1.0,1.0,Religious,Republican
27350,1984,70.0,1.0,5.0,Religious,Democrat
27351,1984,0.0,1.0,2.0,Religious,Independent
27352,1984,50.0,1.0,2.0,Religious,Independent
27353,1984,40.0,1.0,1.0,Religious,Republican
27355,1984,50.0,1.0,2.0,Religious,Independent
27356,1984,50.0,0.0,2.0,Not Religious,Independent
27357,1984,0.0,1.0,1.0,Religious,Republican
27358,1984,0.0,1.0,1.0,Religious,Republican
27359,1984,25.0,0.0,1.0,Not Religious,Republican
27360,1984,30.0,1.0,5.0,Religious,Democrat
27361,1984,0.0,1.0,3.0,Religious,No preference
27362,1984,0.0,1.0,2.0,Religious,Independent
27363,1984,0.0,1.0,2.0,Religious,Independent
27364,1984,50.0,1.0,5.0,Religious,Democrat
27365,1984,20.0,1.0,2.0,Religious,Independent
27366,1984,50.0,1.0,1.0,Religious,Republican
27367,1984,15.0,1.0,1.0,Religious,Republican
27368,1984,0.0,1.0,2.0,Religious,Independent
27370,1984,15.0,1.0,1.0,Religious,Republican
27371,1984,25.0,1.0,2.0,Religious,Independent
27372,1984,30.0,0.0,2.0,Not Religious,Independent
27373,1984,0.0,1.0,5.0,Religious,Democrat
27374,1984,50.0,1.0,5.0,Religious,Democrat
27375,1984,55.0,1.0,3.0,Religious,No preference
27376,1984,0.0,1.0,1.0,Religious,Republican
27377,1984,0.0,1.0,1.0,Religious,Republican
27378,1984,50.0,1.0,2.0,Religious,Independent
27379,1984,0.0,1.0,2.0,Religious,Independent
27381,1984,50.0,1.0,1.0,Religious,Republican
27382,1984,35.0,0.0,5.0,Not Religious,Democrat
27383,1984,70.0,1.0,5.0,Religious,Democrat
27385,1984,0.0,1.0,2.0,Religious,Independent
27387,1984,50.0,1.0,3.0,Religious,No preference
27388,1984,15.0,1.0,5.0,Religious,Democrat
27389,1984,40.0,1.0,5.0,Religious,Democrat
27390,1984,25.0,1.0,5.0,Religious,Democrat
27391,1984,0.0,1.0,2.0,Religious,Independent
27392,1984,0.0,1.0,5.0,Religious,Democrat
27394,1984,30.0,0.0,5.0,Not Religious,Democrat
27395,1984,30.0,0.0,1.0,Not Religious,Republican
27396,1984,20.0,1.0,1.0,Religious,Republican
27397,1984,30.0,1.0,2.0,Religious,Independent
27399,1984,50.0,0.0,5.0,Not Religious,Democrat
27400,1984,10.0,1.0,2.0,Religious,Independent
27401,1984,40.0,1.0,5.0,Religious,Democrat
27402,1984,35.0,1.0,5.0,Religious,Democrat
27403,1984,30.0,1.0,2.0,Religious,Independent
27404,1984,0.0,1.0,5.0,Religious,Democrat
27405,1984,15.0,1.0,5.0,Religious,Democrat
27406,1984,50.0,0.0,1.0,Not Religious,Republican
27407,1984,0.0,1.0,3.0,Religious,No preference
27409,1984,0.0,1.0,2.0,Religious,Independent
27410,1984,0.0,1.0,1.0,Religious,Republican
27412,1984,15.0,1.0,1.0,Religious,Republican
27414,1984,10.0,1.0,1.0,Religious,Republican
27415,1984,20.0,1.0,1.0,Religious,Republican
27416,1984,0.0,0.0,1.0,Not Religious,Republican
27417,1984,50.0,0.0,5.0,Not Religious,Democrat
27418,1984,0.0,1.0,1.0,Religious,Republican
27419,1984,30.0,1.0,2.0,Religious,Independent
27420,1984,0.0,1.0,5.0,Religious,Democrat
27421,1984,60.0,1.0,3.0,Religious,No preference
27422,1984,50.0,1.0,1.0,Religious,Republican
27423,1984,0.0,1.0,3.0,Religious,No preference
27424,1984,50.0,0.0,1.0,Not Religious,Republican
27425,1984,0.0,1.0,5.0,Religious,Democrat
27426,1984,70.0,1.0,2.0,Religious,Independent
27429,1984,75.0,1.0,5.0,Religious,Democrat
27430,1984,50.0,1.0,2.0,Religious,Independent
27432,1984,0.0,1.0,5.0,Religious,Democrat
27433,1984,50.0,1.0,5.0,Religious,Democrat
27434,1984,40.0,1.0,5.0,Religious,Democrat
27436,1984,0.0,0.0,1.0,Not Religious,Republican
27437,1984,0.0,1.0,5.0,Religious,Democrat
27438,1984,50.0,0.0,5.0,Not Religious,Democrat
27439,1984,50.0,1.0,5.0,Religious,Democrat
27440,1984,0.0,1.0,2.0,Religious,Independent
27441,1984,40.0,1.0,1.0,Religious,Republican
27442,1984,0.0,1.0,5.0,Religious,Democrat
27444,1984,60.0,1.0,5.0,Religious,Democrat
27445,1984,0.0,0.0,2.0,Not Religious,Independent
27448,1984,0.0,1.0,2.0,Religious,Independent
27449,1984,0.0,0.0,2.0,Not Religious,Independent
27450,1984,0.0,1.0,1.0,Religious,Republican
27451,1984,90.0,0.0,5.0,Not Religious,Democrat
27452,1984,60.0,1.0,1.0,Religious,Republican
27453,1984,0.0,1.0,2.0,Religious,Independent
27454,1984,50.0,0.0,3.0,Not Religious,No preference
27455,1984,0.0,0.0,2.0,Not Religious,Independent
27456,1984,40.0,1.0,5.0,Religious,Democrat
27457,1984,0.0,0.0,1.0,Not Religious,Republican
27460,1984,0.0,0.0,2.0,Not Religious,Independent
27461,1984,0.0,1.0,1.0,Religious,Republican
27462,1984,0.0,1.0,5.0,Religious,Democrat
27463,1984,40.0,1.0,5.0,Religious,Democrat
27464,1984,0.0,1.0,1.0,Religious,Republican
27465,1984,0.0,1.0,1.0,Religious,Republican
27466,1984,50.0,0.0,5.0,Not Religious,Democrat
27467,1984,98.5,1.0,2.0,Religious,Independent
27468,1984,50.0,0.0,1.0,Not Religious,Republican
27469,1984,40.0,1.0,5.0,Religious,Democrat
27470,1984,0.0,0.0,2.0,Not Religious,Independent
27471,1984,75.0,0.0,5.0,Not Religious,Democrat
27472,1984,0.0,1.0,5.0,Religious,Democrat
27473,1984,0.0,1.0,1.0,Religious,Republican
27474,1984,40.0,1.0,1.0,Religious,Republican
27476,1984,0.0,1.0,1.0,Religious,Republican
27477,1984,50.0,0.0,1.0,Not Religious,Republican
27478,1984,40.0,1.0,5.0,Religious,Democrat
27479,1984,0.0,1.0,2.0,Religious,Independent
27481,1984,0.0,0.0,3.0,Not Religious,No preference
27482,1984,70.0,1.0,4.0,Religious,Other
27483,1984,45.0,1.0,5.0,Religious,Democrat
27484,1984,20.0,1.0,2.0,Religious,Independent
27485,1984,40.0,1.0,5.0,Religious,Democrat
27486,1984,0.0,1.0,1.0,Religious,Republican
27488,1984,50.0,1.0,5.0,Religious,Democrat
27490,1984,50.0,0.0,5.0,Not Religious,Democrat
27491,1984,70.0,1.0,5.0,Religious,Democrat
27493,1984,0.0,1.0,3.0,Religious,No preference
27494,1984,0.0,1.0,1.0,Religious,Republican
27495,1984,80.0,1.0,5.0,Religious,Democrat
27496,1984,50.0,1.0,1.0,Religious,Republican
27497,1984,60.0,1.0,5.0,Religious,Democrat
27498,1984,15.0,1.0,2.0,Religious,Independent
27499,1984,50.0,0.0,1.0,Not Religious,Republican
27500,1984,40.0,0.0,5.0,Not Religious,Democrat
27501,1984,30.0,1.0,3.0,Religious,No preference
27502,1984,15.0,1.0,1.0,Religious,Republican
27503,1984,30.0,1.0,1.0,Religious,Republican
27504,1984,70.0,1.0,3.0,Religious,No preference
27505,1984,50.0,1.0,3.0,Religious,No preference
27506,1984,5.0,1.0,2.0,Religious,Independent
27507,1984,0.0,1.0,1.0,Religious,Republican
27509,1984,50.0,1.0,1.0,Religious,Republican
27510,1984,0.0,1.0,5.0,Religious,Democrat
27512,1984,50.0,1.0,3.0,Religious,No preference
27513,1984,0.0,1.0,2.0,Religious,Independent
27514,1984,98.5,1.0,5.0,Religious,Democrat
27515,1984,15.0,1.0,5.0,Religious,Democrat
27516,1984,98.5,1.0,3.0,Religious,No preference
27519,1984,50.0,1.0,1.0,Religious,Republican
27520,1984,0.0,1.0,1.0,Religious,Republican
27521,1984,50.0,0.0,2.0,Not Religious,Independent
27522,1984,50.0,1.0,3.0,Religious,No preference
27523,1984,0.0,1.0,2.0,Religious,Independent
27524,1984,50.0,0.0,1.0,Not Religious,Republican
27525,1984,40.0,1.0,1.0,Religious,Republican
27526,1984,0.0,1.0,3.0,Religious,No preference
27529,1984,0.0,1.0,2.0,Religious,Independent
27530,1984,50.0,1.0,1.0,Religious,Republican
27531,1984,50.0,1.0,2.0,Religious,Independent
27532,1984,85.0,1.0,5.0,Religious,Democrat
27535,1984,15.0,1.0,1.0,Religious,Republican
27536,1984,35.0,1.0,3.0,Religious,No preference
27537,1984,0.0,1.0,5.0,Religious,Democrat
27538,1984,0.0,1.0,5.0,Religious,Democrat
27539,1984,10.0,1.0,1.0,Religious,Republican
27540,1984,10.0,1.0,1.0,Religious,Republican
27542,1984,80.0,1.0,5.0,Religious,Democrat
27544,1984,80.0,0.0,2.0,Not Religious,Independent
27547,1984,50.0,1.0,5.0,Religious,Democrat
27550,1984,0.0,1.0,2.0,Religious,Independent
27551,1984,0.0,1.0,5.0,Religious,Democrat
27552,1984,50.0,0.0,3.0,Not Religious,No preference
27553,1984,0.0,0.0,5.0,Not Religious,Democrat
27554,1984,75.0,1.0,3.0,Religious,No preference
27555,1984,50.0,1.0,5.0,Religious,Democrat
27556,1984,35.0,0.0,1.0,Not Religious,Republican
27557,1984,50.0,1.0,2.0,Religious,Independent
27559,1984,0.0,1.0,1.0,Religious,Republican
27560,1984,50.0,1.0,2.0,Religious,Independent
27561,1984,30.0,1.0,2.0,Religious,Independent
27562,1984,0.0,1.0,5.0,Religious,Democrat
27563,1984,0.0,1.0,5.0,Religious,Democrat
27564,1984,0.0,1.0,3.0,Religious,No preference
27567,1984,40.0,1.0,5.0,Religious,Democrat
27569,1984,0.0,1.0,1.0,Religious,Republican
27570,1984,20.0,1.0,1.0,Religious,Republican
27571,1984,10.0,0.0,2.0,Not Religious,Independent
27572,1984,50.0,1.0,5.0,Religious,Democrat
27573,1984,50.0,1.0,5.0,Religious,Democrat
27575,1984,0.0,1.0,5.0,Religious,Democrat
27577,1984,50.0,1.0,3.0,Religious,No preference
27578,1984,25.0,1.0,5.0,Religious,Democrat
27579,1984,25.0,1.0,2.0,Religious,Independent
27580,1984,0.0,1.0,5.0,Religious,Democrat
27581,1984,60.0,1.0,1.0,Religious,Republican
27582,1984,30.0,1.0,3.0,Religious,No preference
27583,1984,40.0,1.0,1.0,Religious,Republican
27584,1984,15.0,0.0,2.0,Not Religious,Independent
27585,1984,10.0,1.0,5.0,Religious,Democrat
27586,1984,70.0,0.0,2.0,Not Religious,Independent
27588,1984,50.0,0.0,5.0,Not Religious,Democrat
27589,1984,10.0,1.0,1.0,Religious,Republican
27590,1984,50.0,1.0,2.0,Religious,Independent
27591,1984,0.0,1.0,2.0,Religious,Independent
27592,1984,0.0,1.0,3.0,Religious,No preference
27595,1984,50.0,1.0,5.0,Religious,Democrat
27596,1984,0.0,1.0,1.0,Religious,Republican
27598,1984,10.0,1.0,5.0,Religious,Democrat
27599,1984,50.0,1.0,2.0,Religious,Independent
27600,1984,90.0,1.0,5.0,Religious,Democrat
27601,1984,50.0,1.0,1.0,Religious,Republican
27602,1984,85.0,1.0,1.0,Religious,Republican
27603,1984,0.0,1.0,1.0,Religious,Republican
27604,1984,50.0,1.0,5.0,Religious,Democrat
27605,1984,15.0,1.0,3.0,Religious,No preference
27607,1984,50.0,1.0,1.0,Religious,Republican
27608,1984,50.0,1.0,2.0,Religious,Independent
27610,1984,50.0,1.0,5.0,Religious,Democrat
27611,1984,35.0,0.0,1.0,Not Religious,Republican
27613,1984,0.0,1.0,1.0,Religious,Republican
27614,1984,70.0,0.0,1.0,Not Religious,Republican
27615,1984,40.0,1.0,5.0,Religious,Democrat
27616,1984,98.5,1.0,5.0,Religious,Democrat
27617,1984,40.0,1.0,5.0,Religious,Democrat
27618,1984,0.0,1.0,1.0,Religious,Republican
27619,1984,98.5,1.0,5.0,Religious,Democrat
27620,1984,50.0,0.0,2.0,Not Religious,Independent
27621,1984,0.0,1.0,1.0,Religious,Republican
27624,1984,30.0,1.0,5.0,Religious,Democrat
27625,1984,0.0,1.0,5.0,Religious,Democrat
27626,1984,0.0,0.0,1.0,Not Religious,Republican
27628,1984,30.0,1.0,2.0,Religious,Independent
27630,1984,0.0,1.0,1.0,Religious,Republican
27631,1984,0.0,0.0,3.0,Not Religious,No preference
27632,1984,0.0,1.0,1.0,Religious,Republican
27633,1984,0.0,1.0,2.0,Religious,Independent
27634,1984,98.5,1.0,2.0,Religious,Independent
27635,1984,0.0,1.0,2.0,Religious,Independent
27637,1984,60.0,1.0,1.0,Religious,Republican
27639,1984,40.0,1.0,5.0,Religious,Democrat
27640,1984,50.0,0.0,5.0,Not Religious,Democrat
27641,1984,10.0,1.0,5.0,Religious,Democrat
27643,1984,40.0,0.0,1.0,Not Religious,Republican
27644,1984,0.0,1.0,1.0,Religious,Republican
27645,1984,0.0,0.0,3.0,Not Religious,No preference
27646,1984,25.0,1.0,5.0,Religious,Democrat
27647,1984,0.0,1.0,3.0,Religious,No preference
27648,1984,40.0,0.0,3.0,Not Religious,No preference
27649,1984,20.0,0.0,1.0,Not Religious,Republican
27650,1984,20.0,1.0,1.0,Religious,Republican
27653,1984,15.0,1.0,1.0,Religious,Republican
27654,1984,0.0,1.0,2.0,Religious,Independent
27655,1984,0.0,1.0,1.0,Religious,Republican
27657,1984,0.0,1.0,2.0,Religious,Independent
27658,1984,0.0,1.0,5.0,Religious,Democrat
27659,1984,15.0,1.0,2.0,Religious,Independent
27661,1984,50.0,1.0,2.0,Religious,Independent
27663,1984,30.0,1.0,2.0,Religious,Independent
27664,1984,15.0,1.0,1.0,Religious,Republican
27666,1984,1.0,0.0,2.0,Not Religious,Independent
27667,1984,50.0,1.0,5.0,Religious,Democrat
27668,1984,0.0,0.0,3.0,Not Religious,No preference
27669,1984,50.0,1.0,5.0,Religious,Democrat
27670,1984,0.0,1.0,1.0,Religious,Republican
27671,1984,50.0,1.0,2.0,Religious,Independent
27673,1984,30.0,1.0,5.0,Religious,Democrat
27675,1984,50.0,1.0,2.0,Religious,Independent
27676,1984,50.0,0.0,5.0,Not Religious,Democrat
27677,1984,60.0,1.0,2.0,Religious,Independent
27678,1984,0.0,1.0,1.0,Religious,Republican
27679,1984,0.0,1.0,1.0,Religious,Republican
27680,1984,30.0,0.0,1.0,Not Religious,Republican
27681,1984,0.0,1.0,2.0,Religious,Independent
27682,1984,98.5,1.0,5.0,Religious,Democrat
27684,1984,25.0,0.0,2.0,Not Religious,Independent
27685,1984,50.0,1.0,1.0,Religious,Republican
27686,1984,40.0,0.0,2.0,Not Religious,Independent
27687,1984,10.0,1.0,5.0,Religious,Democrat
27688,1984,50.0,1.0,3.0,Religious,No preference
27689,1984,40.0,0.0,2.0,Not Religious,Independent
27690,1984,32.0,1.0,1.0,Religious,Republican
27692,1984,40.0,1.0,1.0,Religious,Republican
27693,1984,15.0,0.0,1.0,Not Religious,Republican
27694,1984,0.0,0.0,3.0,Not Religious,No preference
27695,1984,0.0,1.0,1.0,Religious,Republican
27696,1984,50.0,1.0,2.0,Religious,Independent
27697,1984,75.0,1.0,1.0,Religious,Republican
27698,1984,10.0,1.0,5.0,Religious,Democrat
27699,1984,65.0,1.0,1.0,Religious,Republican
27701,1984,15.0,1.0,2.0,Religious,Independent
27702,1984,10.0,1.0,2.0,Religious,Independent
27704,1984,50.0,0.0,1.0,Not Religious,Republican
27705,1984,0.0,1.0,1.0,Religious,Republican
27707,1984,10.0,0.0,3.0,Not Religious,No preference
27708,1984,50.0,0.0,2.0,Not Religious,Independent
27709,1984,0.0,1.0,5.0,Religious,Democrat
27710,1984,0.0,1.0,5.0,Religious,Democrat
27711,1984,0.0,1.0,3.0,Religious,No preference
27713,1984,0.0,1.0,1.0,Religious,Republican
27714,1984,0.0,1.0,5.0,Religious,Democrat
27715,1984,0.0,1.0,3.0,Religious,No preference
27716,1984,30.0,1.0,2.0,Religious,Independent
27717,1984,90.0,0.0,2.0,Not Religious,Independent
27718,1984,0.0,1.0,5.0,Religious,Democrat
27719,1984,0.0,1.0,5.0,Religious,Democrat
27720,1984,50.0,1.0,1.0,Religious,Republican
27721,1984,0.0,1.0,5.0,Religious,Democrat
27722,1984,15.0,1.0,2.0,Religious,Independent
27723,1984,50.0,1.0,2.0,Religious,Independent
27724,1984,40.0,1.0,2.0,Religious,Independent
27725,1984,50.0,1.0,2.0,Religious,Independent
27726,1984,60.0,1.0,5.0,Religious,Democrat
27727,1984,50.0,1.0,5.0,Religious,Democrat
27728,1984,50.0,0.0,5.0,Not Religious,Democrat
27730,1984,0.0,1.0,3.0,Religious,No preference
27731,1984,30.0,1.0,3.0,Religious,No preference
27732,1984,0.0,0.0,1.0,Not Religious,Republican
27733,1984,15.0,1.0,1.0,Religious,Republican
27734,1984,50.0,1.0,2.0,Religious,Independent
27735,1984,0.0,1.0,5.0,Religious,Democrat
27736,1984,50.0,1.0,5.0,Religious,Democrat
27739,1984,50.0,1.0,1.0,Religious,Republican
27740,1984,80.0,0.0,4.0,Not Religious,Other
27741,1984,0.0,1.0,5.0,Religious,Democrat
27744,1984,50.0,0.0,5.0,Not Religious,Democrat
27745,1984,0.0,0.0,1.0,Not Religious,Republican
27746,1984,0.0,1.0,5.0,Religious,Democrat
27748,1984,50.0,1.0,2.0,Religious,Independent
27751,1984,70.0,1.0,2.0,Religious,Independent
27753,1984,0.0,1.0,2.0,Religious,Independent
27754,1984,90.0,0.0,5.0,Not Religious,Democrat
27755,1984,50.0,1.0,2.0,Religious,Independent
27756,1984,10.0,1.0,5.0,Religious,Democrat
27757,1984,50.0,1.0,5.0,Religious,Democrat
27758,1984,0.0,1.0,5.0,Religious,Democrat
27759,1984,0.0,1.0,1.0,Religious,Republican
27760,1984,0.0,1.0,5.0,Religious,Democrat
27762,1984,0.0,1.0,2.0,Religious,Independent
27763,1984,0.0,1.0,1.0,Religious,Republican
27764,1984,0.0,1.0,5.0,Religious,Democrat
27766,1984,30.0,0.0,5.0,Not Religious,Democrat
27767,1984,50.0,1.0,5.0,Religious,Democrat
27768,1984,50.0,1.0,5.0,Religious,Democrat
27769,1984,0.0,1.0,3.0,Religious,No preference
27771,1984,50.0,0.0,5.0,Not Religious,Democrat
27772,1984,50.0,0.0,2.0,Not Religious,Independent
27773,1984,30.0,1.0,1.0,Religious,Republican
27774,1984,98.5,0.0,5.0,Not Religious,Democrat
27775,1984,50.0,1.0,1.0,Religious,Republican
27778,1984,50.0,0.0,3.0,Not Religious,No preference
27779,1984,50.0,1.0,2.0,Religious,Independent
27781,1984,40.0,0.0,1.0,Not Religious,Republican
27782,1984,0.0,1.0,1.0,Religious,Republican
27783,1984,0.0,1.0,1.0,Religious,Republican
27784,1984,0.0,0.0,2.0,Not Religious,Independent
27785,1984,20.0,1.0,5.0,Religious,Democrat
27787,1984,50.0,1.0,5.0,Religious,Democrat
27788,1984,50.0,0.0,5.0,Not Religious,Democrat
27789,1984,0.0,0.0,5.0,Not Religious,Democrat
27790,1984,40.0,1.0,5.0,Religious,Democrat
27791,1984,40.0,0.0,1.0,Not Religious,Republican
27792,1984,30.0,1.0,5.0,Religious,Democrat
27793,1984,50.0,1.0,2.0,Religious,Independent
27794,1984,50.0,0.0,2.0,Not Religious,Independent
27796,1984,20.0,1.0,2.0,Religious,Independent
27798,1984,50.0,1.0,2.0,Religious,Independent
27799,1984,0.0,1.0,5.0,Religious,Democrat
27801,1984,0.0,1.0,1.0,Religious,Republican
27802,1984,50.0,1.0,5.0,Religious,Democrat
27803,1984,0.0,0.0,2.0,Not Religious,Independent
27805,1984,70.0,1.0,5.0,Religious,Democrat
27806,1984,0.0,1.0,2.0,Religious,Independent
27807,1984,50.0,1.0,2.0,Religious,Independent
27808,1984,40.0,0.0,1.0,Not Religious,Republican
27809,1984,75.0,0.0,5.0,Not Religious,Democrat
27813,1984,50.0,1.0,1.0,Religious,Republican
27814,1984,40.0,1.0,2.0,Religious,Independent
27815,1984,50.0,0.0,5.0,Not Religious,Democrat
27817,1984,10.0,1.0,2.0,Religious,Independent
27819,1984,0.0,0.0,1.0,Not Religious,Republican
27820,1984,30.0,1.0,5.0,Religious,Democrat
27822,1984,0.0,1.0,5.0,Religious,Democrat
27823,1984,0.0,1.0,5.0,Religious,Democrat
27824,1984,0.0,1.0,3.0,Religious,No preference
27826,1984,70.0,1.0,3.0,Religious,No preference
27827,1984,0.0,1.0,5.0,Religious,Democrat
27828,1984,50.0,1.0,1.0,Religious,Republican
27829,1984,50.0,1.0,2.0,Religious,Independent
27832,1984,60.0,1.0,2.0,Religious,Independent
27833,1984,50.0,1.0,1.0,Religious,Republican
27834,1984,40.0,1.0,1.0,Religious,Republican
27836,1984,0.0,0.0,1.0,Not Religious,Republican
27837,1984,10.0,1.0,2.0,Religious,Independent
